Date,Open,High,Low,Close
2020-06-04,71.4971694316438,71.72309429138843,69.96599205492319,70.3785171508789
2020-06-05,70.44520002096422,71.9709103787135,70.0461071028752,71.65840148925781
2020-06-08,70.974667107052,72.10525562528537,70.88509140875318,72.05748748779297
2020-06-09,71.91816171630913,73.04079279119881,71.77484210279437,72.25852966308594
2020-06-10,72.72778683921254,73.28810385800969,72.37198974644225,72.88652801513672
2020-06-11,71.70866238072514,72.23465106938366,69.58780540266814,69.761474609375
2020-06-12,70.95376958003494,71.38421437179544,68.96030198853704,70.30985260009766
2020-06-15,69.14392465309821,70.91097380700297,69.02996753030666,70.69898986816406
2020-06-16,72.10526358516627,72.51182051857924,71.10952825884952,71.9793701171875
2020-06-17,72.30133456430534,72.76212896872691,71.415068821233,72.28142547607422
2020-06-18,72.14757151661824,72.30282748663723,70.9726846629474,71.36481475830078
2020-06-19,71.65740986390969,71.88133775111594,70.61240293282405,70.89306640625
2020-06-22,70.91148255316699,72.2023083095252,70.62186681199631,72.18787384033203
2020-06-23,72.25455152562985,73.40903563217812,71.90621842213413,72.85070037841797
2020-06-24,72.81587541071586,73.43839511149096,71.15979153173976,71.29415130615234
2020-06-25,71.22049025097112,71.77284971319233,70.63926944685834,71.71214294433594
2020-06-26,71.29065960372779,71.5091128593862,67.42762851107032,67.8028335571289
2020-06-29,67.69336296671155,69.56740658298106,67.2609287443365,69.5261001586914
2020-06-30,69.51167404146442,70.86121720110151,69.0165360541645,70.56513214111328
2020-07-01,70.62087929232952,72.07940624191117,70.37256235703924,71.75694274902344
2020-07-02,72.24659051474603,74.07186348298605,72.20826818037254,73.14678192138672
2020-07-06,74.05345615982517,75.14075662187608,73.49761142237459,74.62571716308594
2020-07-07,74.45055656016098,75.70406216918913,74.13058365914364,74.14153289794922
2020-07-08,74.68294002022051,75.19897413072191,74.25995924949038,74.82227325439453
2020-07-09,75.13726983285122,76.09320218311657,74.42368620829713,75.57169342041016
2020-07-10,75.30248471212418,76.70030474090636,74.67897031172721,76.58435821533203
2020-07-13,77.12825841563946,78.44297203416643,74.96958014308842,75.2517318725586
2020-07-14,74.28434999897787,75.77770617369718,73.94297977071558,75.68116760253906
2020-07-15,75.79911032958475,76.45099251906724,74.53515653534063,75.48312377929688
2020-07-16,74.71778467158745,75.43486121845835,74.05943310844663,75.3855972290039
2020-07-17,75.48461250339587,75.80906535403365,74.5485891882386,75.48162841796875
2020-07-20,75.38956453557115,78.07721543774436,74.77749296936797,77.8199462890625
2020-07-21,78.87441455255636,78.97493191676237,77.26161883496677,77.42583465576172
2020-07-22,77.41538249759988,77.97620071888103,76.79435105254424,77.87020874023438
2020-07-23,77.92395335639043,78.14390246974544,75.0705906466516,75.47665405273438
2020-07-24,74.6028386333552,75.41097153590187,74.02559650691151,75.05168914794922
2020-07-27,75.30298784991724,76.51220308106483,75.25670794866738,76.10763549804688
2020-07-28,75.88718593599701,75.93744461336621,74.6690109658058,74.82476806640625
2020-07-29,74.89193888511915,76.30169506581362,74.79290978342082,75.81303405761719
2020-07-30,74.5421277601217,76.677920690994,74.40279449452072,76.55252075195312
2020-07-31,74.49633966059952,74.89294207022046,72.35407768262465,74.04350280761719
2020-08-03,74.1952823635518,74.53017571563687,73.23586473268551,73.78524017333984
2020-08-04,73.98180262852239,74.3002797145422,72.85319570585015,73.31449127197266
2020-08-05,73.4896528857235,74.14551382781045,73.21097880454894,73.60260772705078
2020-08-06,73.45630713721422,74.9551379108816,73.24481674977106,74.88945007324219
2020-08-07,75.09299683965341,75.64286587460231,73.9599099041371,74.5620346069336
2020-08-10,74.18531593243594,74.99892327445139,73.5229781582979,74.4848861694336
2020-08-11,74.34456082208418,75.1626557930458,73.55782532310258,73.67476654052734
2020-08-12,74.00220039154834,75.22386058442733,73.8967019688904,75.00341033935547
2020-08-13,75.05169051228404,76.48285191890565,75.05169051228404,75.4716796875
2020-08-14,75.3203962515529,75.62793168989649,74.59337281689483,74.87353515625
2020-08-17,75.43783887619192,75.82648373152185,74.891948664715,75.4512710571289
2020-08-18,75.942923667668,77.49798904405237,75.72148630647905,77.41886901855469
